,title,abstract,authors,affiliation,subject,paper_type
114,Investigating the Importance of Height Channels of Cinema Surround Systems,"Considering multichannel audio content; a room’s acoustics might conflict or maybe assist the target space in some cases. There are inherent limitations of some of the existing surround layouts; such as elevation and directivity, which are crucial elements in sound reproduction in a multichannel format. In this paper we investigate the importance of surround-height channels and its effect on the listening experience in a surround environment. A listening experiment was conducted in which ten untrained listeners were asked to compare seven reproduced sound effects on three different surround systems. Results have indicated that surround-height loudspeakers have a greater influence on perceived sound quality and localization of sound sources.","['Shalabi, Ahmed']","['Overdub Productions, London, UK']",Spatial Audio,Poster
115,Perceptually Affecting Electrical Properties of Headphone Cable — Factor Hunting Approach,"An approach to find the cause of the perceptual sound quality change by headphone cable has been proposed. This is a method of verifying the validity of the selected candidate by selecting candidate factors from the measurement results, simulating them by digital signal processing, and evaluating the simulated sounds by audition. In the headphone cable, it was found that the factor is that the inductance changes due to the flowing current. It has become clear from the experimental results that changes in transfer characteristics are very sensitively affecting the perceptual sound quality.","['Yoneya, Akihiko']","['Nagoya Institute of Technology, Nagoya, Aichi-pref., Japan']",Applications in Audio,Poster
116,SALTE Pt. 1: A Virtual Reality Tool for Streamlined and Standardized Spatial Audio Listening Tests,"This paper presents SALTE (Spatial Audio Listening Test Environment), an open-source framework for creating spatial audio perceptual testing within virtual reality (VR). The framework incorporates standard test paradigms such as MUSHRA, 3GPP TS 26.259 and audio localization. The simplified drag-and-drop user interface facilitates rapid and robust construction of customized VR experimental environments within Unity3D without any prior knowledge of the game engine or the C# coding language. All audio is rendered by the dedicated SALTE audio renderer which is controlled by dynamic participant data sent via Open Sound Control (OSC). Finally, the software is capable of exporting all experimental conditions such as visuals, participant interaction mechanisms, and test parameters allowing for streamlined and standardized comparable data within and in-between organizations.","['Johnston, Daniel', 'Tsui, Benjamin', 'Kearney, Gavin']","['University of York, York, UK']",Spatial Audio,Poster
117,Modelling and Measurement of Nonlinear Intermodal Coupling in Loudspeaker Diaphragm Vibrations,"Accurate prediction of the nonlinear transfer response of loudspeakers in the full band is relevant to optimize the development of audio products. Small size, light, and efficient transducers require low density and thin diaphragms, which may vibrate nonlinearly even at low amplitudes impairing the sound quality. This paper proposes an extension of the existing transducer model comprising breakup modes with geometrical nonlinearities, adding the nonlinear coupling effect between the piston mode and the breakup modes responsible for large intermodulation problems. A novel measurement technique to estimate the breakup frequency modulation induced by the piston mode excursion is presented, the model is validated with measurements of harmonic and intermodulation distortion and other symptoms relevant for assessment of acoustic performance.","['Cardenas, William']","['ORA Graphine Audio Inc., Montreal, Quebec, Canada']",Transducers,Talk
118,Perceptual Assessment of Distortion in Low-Frequency Loudspeakers,"A perceptually-driven distortion metric for loudspeakers is proposed that is based on a critical-band spectral comparison of the distortion and noise to an appropriate masking threshold. The loudspeaker is excited by a sine-wave signal composed of windowed 0.3 second bursts. Loudspeaker masking curves for sine waves between 20–500 Hz are derived from previously published ones for headphone distortion evaluation and expanded to curves at 1 decibel increments by linear interpolation and extrapolation. For each burst, the ratios of measured distortion and noise levels to the appropriate masking curve values are determined for each critical band starting at the second harmonic. Once this is done the audibility of all these contributions are combined into various audibility values.","['Fielder, Louis', 'Smithers, Michael']","['Retired, Millbrae, CA, USA', 'Dolby Laboratories, Sydney, NSW, Australia']",Transducers,Talk
119,Multi-Scale Auralization for Multimedia Analytical Feature Interaction,"Modern human-computer interaction systems use multiple perceptual dimensions to enhance intuition and efficiency of the user by improving their situational awareness. A signal processing and interaction framework is proposed for auralizing signal patterns and augmenting the visualization-focused analysis tasks of social media content analysis and annotations, with the goal of assisting the user in analyzing, retrieving, and organizing relevant information for marketing research. Audio signals are generated from video/audio signal patterns as an auralization framework, for example, using the audio frequency modulation that follows the magnitude contours of video color saturation. The integration of visual and aural presentations will benefit the user interactions by reducing the fatigue level and sharping the users’ sensitivity, thereby improving work efficiency, confidence, and satisfaction.","['Nguyen, Nguyen Le Thanh', 'Lee, Hyunhwan', 'Johnson, Joseph', 'Ogihara, Mitsunori', 'Ren, Gang', 'Beauchamp, James W.']","['University of Miami, Coral Gables, FL, USA', 'University of Illinois at Urbana-Champaign, Urbana, IL, USA']",Audio Signal Processing,Talk
120,Compensation Filters for Excess Exciter Excursion on Flat-Panel Loudspeakers,"Inertial exciters are used to actuate a surface into bending vibration, producing sound, but often have a high-Q resonance that can cause the exciter magnet to displace enough to contact the bending panel. The magnet contacting the panel can cause distortion and possibly even damage to the exciter or panel while having a minimal contribution to acoustic output. A method is outlined for deriving a digital biquad filter to cancel out the excessive displacement of the magnet based on measurements of the exciter’s resonant frequency and Q-factor. Measurements of exciter and panel displacement demonstrate that an applied filter reduces magnet excursion by 20 dB at the resonant frequency.","['Anderson, David A.']","['University of Pittsburgh, Pittsburgh, PA, USA']",Applications in Audio,Poster
121,Is Binaural Spatialization the Future of Hip-Hop?,"Modern hip-hop is typically associated with samples and MIDI and not so much with creative source spatialization since the energy-driving elements are usually located in the center of a stereo image. To evaluate the impact of certain element placements behind, above, or underneath the listener on the listening experience, we experimented beyond standard mixing practices by spatializing beats and vocals of two hip-hop tracks in different ways. Then, 16 hip-hop musicians, producers, and enthusiasts, and three audio engineers compared a stereo and a binaural version of these two tracks in a perceptual experiment. Results showed that hip-hop listeners expect a few elements, including the vocals, to be mixed conventionally in order to create a cohesive mix and to minimize distractions.","['Turner, Kierian', 'Pras, Amandine']","['University of Lethbridge, Lethbridge, AB, Canada', 'School for Advanced Studies in the Social Sciences, Paris, France']",Applications in Audio,Poster
122,Spherical Microphone Array Shape to Improve Beamforming Performance,"A 360-degree steerable super-directional beamforming are proposed. We designed a new acoustic baffle for spherical microphone array to achieve both small size and high performance. The shape of baffle is a sphere with parabola-like depressions; therefore, sound-collection performance can be enhanced using reflection and diffraction. We first evaluated its beamforming performance through simulation then fabricated a 3D prototype of an acoustic baffle microphone array with the proposed baffle shape and compared its performance to that of a conventional spherical 3D acoustic baffle. This prototype exhibited better beamforming performance. We built microphone array system that includes the proposed acoustic baffle and a 360-degree camera, our system can pick up match sound to an image in a specific direction in real-time or after recording. We have received high marks from users who experienced the system demo.","['Yazawa, Sakurako', 'Itou, Hiroaki', 'Noguchi, Ken’ichi', 'Kobayashi, Kazunori', 'Harada, Noboru']","['NTT Corporation, Tokyo, Japan']",Transducers,Poster
123,Noise and Distortion Mechanisms Encountered in Switching Audio Power Amplifier Design,"When designing a switching power amplifier, many phenomena are encountered that leave the designer wondering why performance falls short of what theory predicts. While many sources of non-linearity and noise in the conversion process are known and intrinsic to the sub-systems involved, other sources of error are more subtle. The intent of this paper is to outline the noise, distortion, and error mechanisms commonly encountered in practice when designing a switching (Class-D) power amplifier. By understanding the root cause of these mechanisms, a more heuristic approach can be employed in switching power amplifier design. The focus will be on analog systems employing clocked, naturally sampled modulators, but the bulk of the material will be broadly applicable to any modulation scheme.","['Muniz, Robert']","['Harmonic Power Conversion LLC, Douglas, MA, USA']",Transducers,Talk
124,Towards a Pedagogy of Multitrack Audio Resources for Sound Recording Education,"This paper describes preliminary research into pedagogical approaches to teach and train sound recording students using multitrack audio recordings. Two recording sessions are described and used to illustrate where there is evidence of technical, musical, and socio-cultural knowledge in multitrack audio holdings. Approaches for identifying, analyzing, and integrating this into audio education are outlined. This work responds to the recent AESTD 1002.2.15-02 recommendation for delivery of recorded music projects and calls from within the field to address the advantages, challenges, and opportunities of including multitrack recordings in higher education teaching and research programs.","['McNally, Kirk', 'Thompson, Paul', 'Scott, Ken']","['University of Victoria, School of Music, Victoria, BC, Canada', 'Leeds Beckett University, Leeds, West Yorkshire, UK']",Audio Education,Talk
125,Noise Robustness Automatic Speech Recognition with Convolutional Neural Network and Time Delay Neural Network,"To improve the performance of automatic speech recognition in noisy environments, the convolutional neural network (CNN) combined with time-delay neural network (TDNN) is introduced, which is referred as CNN-TDNN. The CNN-TDNN model is further optimized by factoring the parameter matrix in the time-delay neural network hidden layers and adding a time-restricted self-attention layer after the CNN-TDNN hidden layers. Experimental results show that the optimized CNN-TDNN model has better performance than DNN, CNN, TDNN, and CNN-TDNN. The average recognition word error rate (WER) can be reduced by 11.76% when comparing with the baselines.","['Wang, Jie', 'Wang, Dunze', 'Chen, Yunda', 'Lu, Xun', 'Zheng, Chengshi']","['Guangzhou University, Guangzhou, China', 'Power Grid Planning Center, Guandgong Power Grid Company, Guangdong, China', 'Institute of Acoustics, Chinese Academy of Sciences, Beijing, China']",Applications in Audio,Poster
126,Improvement of DNN-Based Speech Enhancement with Non-Normalized Features by Using an Automatic Gain Control,"Speech enhancement performance may degrade when the peak level of the noisy speech is significantly different from the training datasets in Deep Neural Networks (DNN)-based speech enhancement algorithms, especially when the non-normalized features are used in practical applications, such as log-power spectra. To overcome this shortcoming, we introduce an automatic gain control (AGC) method as a preprocessing technique. By doing so, we can train the model with the same peak level of all the speech utterances. To further improve the proposed DNN-based algorithm, the feature compensation method is combined with the AGC method. Experimental results indicate that the proposed algorithm can maintain consistent performance when the peak of the noisy speech changes in a large range.","['Cheng, Linjuan', 'Zheng, Chengshi', 'Peng, Renhua', 'Li, Xiaodong']","['Institute of Acoustics, Chinese Academy of Sciences, Beijing, China', 'Chinese Academy of Sciences, Beijing, China']",Audio Signal Processing,Poster
127,Mitigating the Effect of In-Vehicle Road Noise Cancellation on Music Playback,"A Road Noise Cancellation (RNC) system is an Active Noise Cancellation (ANC) system implemented in a vehicle in order to minimize undesirable road noise inside the passenger cabin. Current RNC systems undesirably affect the frequency response of music playback. The RNC system’s error microphones sense all the sound in the passenger cabin, including the music. Hence, RNC systems will cancel this total sensed sound and not only the road induced noise. A new True Audio algorithm can directly remove the music signal from the error microphone signals and leave only the interior noise portion. In order to correctly estimate the music portion at the error microphones, True Audio implements a novel control topology based on a new multiple channel, real time modeling of the music’s secondary path transfer function. To validate the effectiveness of the proposed algorithm, experimental and numerical simulations were performed. The numerical studies use logs of real sensors mounted on a vehicle forming an RNC system with six reference accelerometers, five control speakers and six error microphones. Both the models and measurements show that the True Audio algorithm preserves the frequency response of music when the RNC system is activated.","['Feng, Tao', 'Bastyr, Kevin']","['Harman International, Novi, MI, USA']",Applications in Audio,Talk
128,A Method for Three-Dimensional Horn Geometry Optimization,"A method for three dimensional (3D) horn geometry optimization is introduced. The method uses 3D Computer Aided Design (CAD) combined with Finite Element Analysis (FEA), the Boundary Element Method (BEM) and scientific programming where: the acoustical properties of horn geometry parametrized in CAD are analyzed using FEA and BEM, and scientific programming is used to manipulate the parametrized geometry and optimize the horn according to specified objective functions. The example of a horn design using this method is presented together with measurements of the resulting geometry.","['Smolen, Christopher', 'Halley, Jerome']","['QSC, LLC, Costa Mesa, CA, USA']",Product Development,Talk
129,Applying Sound Equalization to Vibrating Sound Transducers Mounted on Rigid Panels,"In recent years, loudspeaker manufacturers have proposed to the market vibrating sound transducers (also called shakers or exciters) that can be installed on a surface or a panel to be transformed in invisible speakers capable of delivering sound. These systems show different frequency behaviors mainly depending on the type and size of the surface. Therefore, an audio equalization is crucial to enhance the sound reproduction performance achieving flat frequency responses. In this paper a multi-point equalization procedure is applied to several surfaces equipped with vibrating transducers, showing its positive effect from objective and subjective point of view.","['Cecchi, Stefania', 'Terenzi, Alessandro', 'Piazza, Francesco', 'Bettarelli, Ferruccio']","['Universitá Politecnica della Marche, Ancona, Italy', 'Universita Politecnica delle Marche, Ancona, Italy', 'Universitá Politecnica della Marche, Ancona (AN), Italy', 'Leaff Engineering, Osimo, Italy']",Transducers,Poster
130,"Production Processes of Pop Music Arrangers in Bamako, Mali","Bamako, economic capital of Mali in West Africa, saw the recent multiplication of digital studios based on Cubase 5, FL Studio, cracked plugins, a MIDI keyboard, and a small cabin with a cheap condenser microphone and a pop-filter. From videos and screen captures of recording sessions in three of these studios, we analyzed the creative process of four DAW practitioners from the beginning of the beat production to the mastering of the track. We also examined their interaction with the singers and rappers. Our analyses showed that young Malian DAW practitioners constantly revisit their MIDI arrangement and vocal recordings with advanced editing techniques. Locally successful, they have quickly developed a notoriety that enables them to be directive with their clients.","['Pras, Amandine', 'Turner, Kierian', 'Bol, Toby', 'Olivier, Emmanuelle']","['Digital Audio Arts - University of Lethbridge, Lethbridge, Alberta, Canada', 'School for Advanced Studies in the Social Sciences, Paris, France', 'CNRS Centre Georg Simmel (EHESS), Paris, France']",Audio Education,Talk
131,Using Volterra Series Modeling Techniques to Classify Black-Box Audio Effects,"Digital models of various audio devices are useful for simulating audio processing effects, but developing good models of nonlinear systems can be challenging. This paper reports on the in-progress work of determining attributes of black-box audio devices using Volterra series modeling techniques. In general, modeling an audio effect requires determination of whether the system is linear or nonlinear, time-invariant or –variant, and whether it has memory. For nonlinear systems, we must determine the degree of nonlinearity of the system, and the required parameters of a suitable model. We explain our work in making educated guesses about the order of nonlinearity in a memoryless system and then discuss the extension to nonlinear systems with memory.","['Hoerr, Ethan', 'Maher, Robert C.']","['Montana State University, Bozeman, MT, USA']",Audio Signal Processing,Talk
132,The Effect of the Grid Resolution of Binaural Room Acoustic Auralization on Spatial and Timbral Fidelity,"This paper investigates the effect of the grid resolution of binaural room acoustic auralization on spatial and timbral fidelity. Binaural concert hall stimuli were generated using a virtual acoustics program utilizing image source and ray tracing techniques. Each image source and ray were binaurally synthesized using Lebedev grids of increasing resolution from 6 to 5810 (reference) points. A MUSHRA test was performed where subjects rated the magnitudes of spatial and timbral differences of each stimulus to the reference. Overall, it was found that on the MUSHRA scale, 6 points were perceived to be ""Fair,"" 14 points ""Good,"" and 26 points and above all ""Excellent"" on the grading scale, for both spatial and timbral fidelity.","['Johnson, Dale', 'Lee, Hyunkook']","['University of Huddersfield, Huddersfield, UK']",Spatial Audio,Poster
133,Effect of a Global Metronome on Ensemble Accuracy in Networked Music Performance,"Several rhythmic experiments with pairs drawn from a group of 23 subjects were performed to investigate the effect of a global metronome on the ensemble accuracy in Networked Music Performance (NMP). Artificial delays up to 91 ms were inserted into the audio transmission between the subjects. To investigate the dependencies between delay times, ensemble accuracy and the highly synchronized global metronome, the experiments were evaluated in terms of tempo acceleration, imprecision and subjective judgment of the ensemble play. The results show that the global metronome leads to a stabilization of the tempo acceleration caused by the delay. The imprecision stays constant to a threshold of about 28 ms and 36 ms, depending on the delay compensating strategy the subjects used. Winner of the 147th AES Convention Student Paper Award","['Hupke, Robert', 'Beyer, Lucas', 'Nophut, Marcel', 'Preihs, Stephan', 'Peissig, Jürgen']","['Leibniz Universität Hannover, Hannover, Germany']",Applications in Audio,Talk
134,Classification of HRTFs Using Perceptually Meaningful Frequency Arrays,"Head-related transfer functions (HRTFs) are essential in binaural audio. Because HRTFs are highly individualized and difficult to acquire, much research has been devoted towards improving HRTF performance for the general population. Such research requires a valid and robust method for classifying and comparing HRTFs. This study used a k-nearest neighbor (KNN) classifier to evaluate the ability of several different frequency arrays to characterize HRTFs. The perceptual impact of these frequency arrays was evaluated through a subjective test. Mel-frequency arrays showed the best results in the KNN classification tests while the subjective test results were inconclusive.","['Eley, Nolan']","['New York University, New York, NY, USA']","Spatial Audio, Part 2",Talk
135,Transparent Office Screens Based on Microperforated Foil,"In recent years, providing comfortable working conditions in open office spaces has become a growing challenge. The ever-increasing demand for office work implies the emergence of ever new spaces and the need to use available space, which generates the need for proper interior design. There are many acoustic solutions available on the market that support the acoustic comfort in office spaces by ensuring appropriate levels of privacy and low levels of acoustic background. One of such solutions are desktop screens, which divide employees’ space. These solutions are based mainly on sound absorbing materials, i.e., mineral wool, felt, as well as sound insulating ones, such as glass or MDF. The article presents methods of using microperforated foils for building acoustic screens. The influence of dimensions and parameters of microperforated foil were examined. The method of its assembly as well as the use of layered systems made of microperforated foil and sound insulating material were also considered in this paper.","['Brawata, Krzysztof', 'Baruch, Katarzyna', 'Kamisinski, Tadeusz', 'Chojnacki, Bartlomiej']","['Gorycki & Sznyterman Sp. z o.o., Cracow, Poland', 'AGH University of Science and Technology, Cracow, Poland']",Room Acoustics,Poster
136,Machine Learning Multitrack Gain Mixing of Drums,"There is a body of work in the field of intelligent music production covering a range of specific audio effects. However, there is a distinct lack of any purely machine learning approaches to automatic mixing. This could be due to a lack of suitable data. This paper presents an approach to used human produced audio mixes, along with their source multitrack, to produce the set of mix parameters. The focus will be entirely on the gain mixing of audio drum tracks. Using existing reverse engineering of music production gain parameters, a target mix gain parameter is identified, and these results are fed into a number of machine learning algorithms, along with audio feature vectors of each audio track. This allow for a machine learning prediction approach to audio gain mixing. A random forest approach is taken to perform a multiple output prediction. The prediction results of the random forest approach are then compared to a number of other published automatic gain mixing approaches. The results demonstrate that the random forest gain mixing approach performs similarly to that of a human engineer and outperforms the existing gain mixing approaches.","['Moffat, Dave', 'Sandler, Mark']","['Queen Mary University London, London, UK']",Recording and Production,Talk
137,Use of Wavelet Transform for the Computation of Modal Decay Times in Rooms,"The acoustic behavior of small rooms in the modal frequency band can be characterized by the modal decay times MT60. The paper explores a method for computing modal decay times from measurements of Room Impulse Responses (RIR) based on the wavelet transform. Once the resonance frequencies have been selected, the procedure computes a series of wavelet transforms of the Morlet type with decreasing bandwidth, exploiting the property that Morlet wavelets preserve the time history of energy decay. Then decay times can be calculated either by linear regression of the non-noisy portion of the curve or by nonlinear fitting of a model of decay plus noise. Examples of application of the method to real RIR measurements are shown.","['Magalotti, Roberto', 'Ponteggia, Daniele']","['B&C Speakers S.p.A., Bagno a Ripoli (FI), Italy', 'Audiomatica Srl, Firenze, Italy']",Room Acoustics,Talk
138,Analyzing Loudness Aspects of 4.2 Million Musical Albums in Search of an Optimal Loudness Target for Music Streaming,"In cooperation with music streaming service Tidal, 4.2 million albums were analyzed for loudness aspects such as loudest and softest track loudness. Evidence of development of the loudness war was found and a suggestion for music streaming services to use album normalization at –14 LUFS for mobile platforms and –18 LUFS or lower for stationary platforms was derived from the data set and a limited subject study. Tidal has implemented the recommendation and reports positive results.","['Grimm, Eelco']","['HKU University of the Arts, Utrecht, Netherlands']",Applications in Audio,Poster
139,An Automated Approach to the Application of Reverberation,"The field of intelligent music production has been growing over recent years. There have been several different approaches to automated reverberation. In this paper we automate the parameters of an algorithmic reverb based on analysis of the input signals. Literature is used to produce a set of rules for the application of reverberation, and these rules are then represented directly as direct audio feature. This audio feature representation is then used to control the reverberation parameters from the audio signal in real time.","['Moffat, Dave', 'Sandler, Mark']","['Queen Mary University London, London, UK']","Recording, Production, and Live Sound",Talk
140,An Investigation into the Effectiveness of Room Adaptation Systems: Listening Test Results,"Loudspeaker-room interactions are well known for affecting the perceived sound quality of low frequencies. To solve this problem, different room adaptation systems for adapting a loudspeaker to its acoustic environment have been developed. In this study two listening tests were performed to assess the effectiveness of four different room adaptation systems under different circumstances. The factors investigated include the listening room, loudspeaker, listening position, and listener. The results indicate that listeners’ preference for different adaptation systems is affected by the specific acoustic environment. It was found that the adaptation system based on acoustic power measurement proved to be more preferred, also with stable performance.","['Yu, Pei', 'Liu, Ziyun', 'Zhang, Shufeng', 'Shen, Yong']","['Nanjing University, Nanjing, China']",Applications in Audio,Poster
141,Exploring Preference for Multitrack Mixes Using Statistical Analysis of MIR and Textual Features,"We investigate listener preference in multitrack music production using the Mix Evaluation Dataset, comprised of 184 mixes across 19 songs. Features are extracted from verses and choruses of stereo mixdowns. Each observation is associated with an average listener preference rating and standard deviation of preference ratings. Principal component analysis is performed to analyze how mixes vary within the feature space. We demonstrate that virtually no correlation is found between the embedded features and either average preference or standard deviation of preference. We instead propose using principal component projections as a semantic embedding space by associating each observation with listener comments from the Mix Evaluation Dataset. Initial results disagree with simple descriptions such as “width” or “loudness” for principal component axes.","['Colonel, Joseph', 'Reiss, Joshua D.']","['Queen Mary University of London, London, UK']",Recording and Production,Talk
